,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.010998135465477918,1.0,2.491374705404018,0.11585201813853213
A_SMK_CIG_CUR_FREQ,0.010722897259004608,1.0,2.4290258183839604,0.12048780017416791
F1_SDC_AGE_CALC,0.004594655196881484,1.0,1.0408134882039501,0.3087089250587439
SDC_GENDER,0.004046743952148475,1.0,0.9166967940407427,0.339353483149608
PM_BIOIMPED_WEIGHT,0.001991368626372471,1.0,0.45109877401059373,0.5024906007006469
PM_WAIST_AVG,0.002441153884056323,1.0,0.5529872820558511,0.4578619322308083
PM_WAIST_HIP_RATIO,0.00010152162741646066,1.0,0.02299739036591602,0.8795973715182674
PM_STANDING_HEIGHT_AVG,0.0004919356599900779,1.0,0.11143671250754628,0.7388198322191677
A_SLE_LIGHT_EXP,0.0003720791806243113,1.0,0.08428598301271971,0.77183379986169
NUT_VEG_DAY_QTY,0.0030016850847203046,1.0,0.6799627370597874,0.4104576303850539
REFINED_GRAIN_SERVINGS_DAY_QTY,0.00451177025589519,1.0,1.0220378106283892,0.3131031025962488
PM_BIOIMPED_FFM,0.004234635338678585,1.0,0.9592592674012274,0.32840713601803095
Residual,1.0109169913828817,229.0,,
