"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0169580441281007,0.0169580441281007,0.165329318743924,0.00513998526505309,0.983
"Residuals",32,3.28228178898949,0.102571305905922,NA,0.994860014734947,NA
"Total",33,3.29923983311759,NA,NA,1,NA
