"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,40.0770314758101,40.0770314758101,0.808795516070817,0.00818546073602597,0.673
"Residuals",98,4856.04705588588,49.5515005702641,NA,0.991814539263974,NA
"Total",99,4896.12408736169,NA,NA,1,NA
