,sum_sq,df,F,PR(>F)
CASE_CONTROL,2.1067145181857496,1.0,8.29731258963608,0.004540584354049462
A_SMK_CIG_CUR_FREQ,0.03748140000645927,1.0,0.1476208045590351,0.7013529113811915
F1_SDC_AGE_CALC,0.5351766087188641,1.0,2.1077975088080967,0.1485975956265739
SDC_GENDER,1.7284261832798478,1.0,6.807420847479081,0.009978807539656388
A_HS_DENTAL_VISIT_LAST,0.2118024035378452,1.0,0.8341855216829122,0.36250202595949144
PM_BIOIMPED_BMI,0.6985029681809852,1.0,2.7510597291451573,0.099238654127756
PM_BIOIMPED_WEIGHT,0.908486074512721,1.0,3.5780799337040667,0.06043651567640808
PM_WAIST_AVG,0.14915759317830046,1.0,0.5874584169021277,0.44458458055289085
PM_WAIST_HIP_RATIO,0.006152549033716598,1.0,0.024231865359608716,0.876501584430267
PM_STANDING_HEIGHT_AVG,0.765131910138901,1.0,3.013478369245307,0.08458807275411993
A_SLE_LIGHT_EXP,0.010964817416512758,1.0,0.04318502426775922,0.8356536280068647
NUT_VEG_DAY_QTY,0.015660998920132865,1.0,0.061680974040184716,0.8041915867090996
NUT_JUICE_DAY_QTY,0.021652089918028798,1.0,0.0852769355876023,0.77066527954139
REFINED_GRAIN_SERVINGS_DAY_QTY,0.04176588317406481,1.0,0.16449527702304595,0.6856176965125129
PM_BIOIMPED_FFM,0.4788877604381889,1.0,1.8861034133510772,0.17165123183954956
SALT_SEASONING,0.04686309758588742,1.0,0.18457069822805672,0.6680787423628266
NUTS_SEEDS_SERVINGS_PER_DAY,0.08374249686993852,1.0,0.32982051795270195,0.5666081795704085
Residual,38.84719513701688,153.0,,
