"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,106.430310570656,106.430310570656,1.62390034587844,0.04098284953534,0.063
"Residuals",38,2490.51723644848,65.53992727496,NA,0.95901715046466,NA
"Total",39,2596.94754701913,NA,NA,1,NA
