"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,2.42621259397521,2.42621259397521,1.52521931457159,0.0225874026038514,0.239
"Residuals",66,104.988200498459,1.59073031058271,NA,0.977412597396149,NA
"Total",67,107.414413092434,NA,NA,1,NA
