"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,7.66079514545233,7.66079514545233,0,0.022080602805739,1
"md$A_SMK_CIG_CUR_FREQ",1,4.86244553900593,4.86244553900593,0,0.0140149588355802,1
"md$F1_SDC_AGE_CALC",1,1.9098916436495,1.9098916436495,0,0.00550485399814651,1
"md$PM_BIOIMPED_WEIGHT",1,0.531623051988047,0.531623051988047,0,0.00153228969453532,1
"md$PM_WAIST_AVG",1,4.66948042916028,4.66948042916028,0,0.0134587781957159,1
"md$PM_WAIST_HIP_RATIO",1,1.3183570875911,1.3183570875911,0,0.00379988221255473,1
"md$PM_STANDING_HEIGHT_AVG",1,2.01489959300622,2.01489959300622,0,0.00580751694333272,1
"md$A_SLE_LIGHT_EXP",1,0.609081235100749,0.609081235100749,0,0.00175554633342104,1
"md$NUT_VEG_DAY_QTY",1,1.52140030913696,1.52140030913696,0,0.00438511085295418,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,2.28944671281289,2.28944671281289,0,0.00659884027058674,1
"md$PM_BIOIMPED_FFM",1,4.71493518692973,4.71493518692973,0,0.013589791808909,1
"md$CASE_CONTROL:md$A_SMK_CIG_CUR_FREQ",1,0.742696456256006,0.742696456256006,0,0.00214066361839134,1
"md$CASE_CONTROL:md$F1_SDC_AGE_CALC",1,2.78081886251535,2.78081886251535,0,0.00801511535187811,1
"md$A_SMK_CIG_CUR_FREQ:md$F1_SDC_AGE_CALC",1,1.38059973542951,1.38059973542951,0,0.00397928332672149,1
"md$CASE_CONTROL:md$PM_BIOIMPED_WEIGHT",1,3.41712563870608,3.41712563870608,0,0.00984913348196849,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_BIOIMPED_WEIGHT",1,2.73968372652838,2.73968372652838,0,0.00789655212419181,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.0545078780966719,0.0545078780966719,0,0.000157107295415767,1
"md$CASE_CONTROL:md$PM_WAIST_AVG",1,0.0393620629124456,0.0393620629124456,0,0.000113452723938215,1
"md$A_SMK_CIG_CUR_FREQ:md$PM_WAIST_AVG",1,0.184026587481476,0.184026587481476,0,0.000530417261749417,1
