"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.144780546354322,0.144780546354322,0.889649046996685,0.00899638188192866,0.586
"Residuals",98,15.9484165026891,0.162738943904991,NA,0.991003618118071,NA
"Total",99,16.0931970490434,NA,NA,1,NA
