,sum_sq,df,F,PR(>F)
Both_case_control,0.6692234379652412,1.0,2.186894812858146,0.14961390408465255
A_SMK_CIG_CUR_FREQ,0.4034800281434318,1.0,1.3184959321232845,0.259936073622883
F1_SDC_AGE_CALC,0.15452837982184,1.0,0.5049693317664516,0.4828130234861834
SDC_GENDER,0.022529750712899806,1.0,0.07362293693543163,0.7879914421901046
A_HS_DENTAL_VISIT_LAST,1.9633021059736655,1.0,6.415697580290494,0.01677694314504533
PM_BIOIMPED_BMI,0.4383846987892964,1.0,1.4325577519125787,0.24072042560584148
PM_BIOIMPED_WEIGHT,0.4257445239945936,1.0,1.3912520666601271,0.2474633351122341
PM_WAIST_AVG,0.04937104163982246,1.0,0.1613351666161147,0.6907773826665744
PM_WAIST_HIP_RATIO,0.01561453690494308,1.0,0.051025334477863414,0.8228205247649736
PM_STANDING_HEIGHT_AVG,0.2401858264994994,1.0,0.7848815631604992,0.3826990247058817
A_SLE_LIGHT_EXP,0.002355742252081143,1.0,0.007698117279291398,0.9306672479227125
NUT_VEG_DAY_QTY,0.40940857540864023,1.0,1.3378692961248335,0.2565377966930268
NUT_JUICE_DAY_QTY,0.37703071490836354,1.0,1.2320646109291284,0.27582413446202486
REFINED_GRAIN_SERVINGS_DAY_QTY,0.4686453063198715,1.0,1.5314436574088952,0.22549462516200777
PM_BIOIMPED_FFM,0.0800564419725627,1.0,0.2616092141333068,0.6127610764061878
SALT_SEASONING,0.4066725822515516,1.0,1.3289285912663118,0.2580989584833734
NUTS_SEEDS_SERVINGS_PER_DAY,0.02658090539978491,1.0,0.08686133934072089,0.7702357969935931
Residual,9.180461273634894,30.0,,
