"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.187791528271976,0.187791528271976,0.0816124456827226,0.00123502503438163,0.935
"Residuals",66,151.867043834642,2.3010158156764,NA,0.998764974965618,NA
"Total",67,152.054835362914,NA,NA,1,NA
