"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,337.874418177427,337.874418177427,1.00799524299695,0.0165223466036225,0.43
"Residuals",60,20111.6674225287,335.194457042145,NA,0.983477653396377,NA
"Total",61,20449.5418407061,NA,NA,1,NA
