,sum_sq,df,F,PR(>F)
CASE_CONTROL,0.002993921524252561,1.0,1.180141019565939,0.28198140164629654
A_SMK_CIG_CUR_FREQ,0.00015484790215596785,1.0,0.06103779262337636,0.8057666305917257
F1_SDC_AGE_CALC,0.0013861916721376502,1.0,0.5464076596592646,0.46287652904080157
SDC_GENDER,0.01556895985058152,1.0,6.136957165646967,0.016282680233704033
PM_BIOIMPED_WEIGHT,0.00037696054152601313,1.0,0.1485899327049661,0.7013469266188364
PM_WAIST_AVG,2.5333663001091815e-05,1.0,0.009985998177060543,0.9207568171844729
PM_WAIST_HIP_RATIO,0.0017227033318353406,1.0,0.6790534922084672,0.41340882351686203
PM_STANDING_HEIGHT_AVG,0.0008882778125892614,1.0,0.35014046791644,0.5564150163700272
A_SLE_LIGHT_EXP,1.4062502505819255e-05,1.0,0.005543143302331302,0.9409158247289838
NUT_VEG_DAY_QTY,0.0011654216703778453,1.0,0.4593847591403759,0.5007025459913191
REFINED_GRAIN_SERVINGS_DAY_QTY,0.016303862363891964,1.0,6.426640310082852,0.014062505186543934
PM_BIOIMPED_FFM,0.001161921014353204,1.0,0.45800487401760165,0.5013438774405652
Residual,0.1420674331105018,56.0,,
