"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.0145388477073616,0.0145388477073616,0.153449566044248,0.00477241378810872,0.973
"Residuals",32,3.03189600745706,0.094746750233033,NA,0.995227586211891,NA
"Total",33,3.04643485516442,NA,NA,1,NA
