,sum_sq,df,F,PR(>F)
Both_case_control,0.011204005249425579,1.0,2.388046043769012,0.1334950821731201
A_SMK_CIG_CUR_FREQ,0.008129995970261754,1.0,1.7328450210818116,0.1987225648695995
F1_SDC_AGE_CALC,0.003116617542756131,1.0,0.6642826406477682,0.4219308398967754
SDC_GENDER,0.004963346462850196,1.0,1.0578984586848539,0.31249861384651295
PM_BIOIMPED_WEIGHT,0.00013525041578575542,1.0,0.02882756774429808,0.8663985762679446
PM_WAIST_AVG,0.00010172423605161081,1.0,0.021681724887707345,0.8839921033110054
PM_WAIST_HIP_RATIO,0.00022229625223755268,1.0,0.04738070662076694,0.829263884591416
PM_STANDING_HEIGHT_AVG,4.408595718852081e-05,1.0,0.009396576787146255,0.9234678033761357
A_SLE_LIGHT_EXP,0.0033914293786670596,1.0,0.7228566329762381,0.402420395742484
NUT_VEG_DAY_QTY,4.420059157364509e-05,1.0,0.0094210102092825,0.9233686893824444
REFINED_GRAIN_SERVINGS_DAY_QTY,0.00376520789383798,1.0,0.8025245985411005,0.37797698808713753
PM_BIOIMPED_FFM,0.003819483037009018,1.0,0.8140929205865794,0.37460951742080384
Residual,0.13136771286402404,28.0,,
