"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.00148478931336002,0.00148478931336002,0,0.00344705219027548,1
"md$A_SMK_CIG_CUR_FREQ",1,0.00683863007861083,0.00683863007861083,0,0.0158764038633968,1
"md$F1_SDC_AGE_CALC",1,0.0270911458777957,0.0270911458777957,0,0.0628941715129956,1
"md$PM_BIOIMPED_WEIGHT",1,0.00539348376534542,0.00539348376534542,0,0.0125213859362155,1
"md$PM_WAIST_AVG",1,0.00289603685816571,0.00289603685816571,0,0.00672337152836046,1
"md$PM_WAIST_HIP_RATIO",1,0.0211132692880186,0.0211132692880186,0,0.0490160728450055,1
"md$PM_STANDING_HEIGHT_AVG",1,0.00884975778906036,0.00884975778906036,0,0.020545390982883,1
"md$A_SLE_LIGHT_EXP",1,0.00251406550116458,0.00251406550116458,0,0.00583659574749653,1
"md$NUT_VEG_DAY_QTY",1,0.0038241715948379,0.0038241715948379,0,0.00887810745495242,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.00648631523249162,0.00648631523249162,0,0.0150584779455212,1
"md$PM_BIOIMPED_FFM",1,0.00645323664236044,0.00645323664236044,0,0.0149816834632759,1
"md$UC_case_control:md$A_SMK_CIG_CUR_FREQ",1,0.00599654967341294,0.00599654967341294,0,0.0139214496628195,1
"md$UC_case_control:md$F1_SDC_AGE_CALC",1,0.00535670772364624,0.00535670772364624,0,0.0124360075367697,1
"md$UC_case_control:md$PM_BIOIMPED_WEIGHT",1,0.0245177856261347,0.0245177856261347,0,0.0569199184576702,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.00355179982458198,0.00355179982458198,0,0.00824577551480312,1
"md$UC_case_control:md$PM_WAIST_AVG",1,0.00361204282376162,0.00361204282376162,0,0.00838563425462731,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.00477602579009118,0.00477602579009118,0,0.0110879099225805,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,0.00999770965478233,0.00999770965478233,0,0.0232104492220975,1
"md$UC_case_control:md$PM_WAIST_HIP_RATIO",1,0.0205109480540314,0.0205109480540314,0,0.0476177379363536,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,0.0224332370250573,0.0224332370250573,0,0.0520804791133641,1
