,sum_sq,df,F,PR(>F)
Both_case_control,0.002881543212251165,1.0,1.544579417440728,0.2264589631567332
A_SMK_CIG_CUR_FREQ,0.0028212775457864396,1.0,1.512275509033593,0.23122369181652802
F1_SDC_AGE_CALC,0.0013455100980170156,1.0,0.7212271516595224,0.4044948851011366
SDC_GENDER,0.0003072887836149047,1.0,0.16471449338813832,0.6886035865553973
A_HS_DENTAL_VISIT_LAST,6.916450730672921e-05,1.0,0.03707391023990345,0.8490046638411216
PM_BIOIMPED_BMI,3.4411298742375454e-06,1.0,0.0018445319000909123,0.9661136538270796
PM_BIOIMPED_WEIGHT,1.3661044023283598e-06,1.0,0.0007322662151795737,0.9786449718832654
PM_WAIST_AVG,0.0020742224344588193,1.0,1.1118352367015056,0.30263474506798005
PM_WAIST_HIP_RATIO,0.002005394657311022,1.0,1.0749418222704128,0.3106100127248059
PM_STANDING_HEIGHT_AVG,1.2137563724637509e-05,1.0,0.006506038509935844,0.9364101011274955
A_SLE_LIGHT_EXP,0.0015993807207271538,1.0,0.8573081713241901,0.36410719452115003
NUT_VEG_DAY_QTY,0.0010309687266043352,1.0,0.5526250893506757,0.46477362292340585
NUT_JUICE_DAY_QTY,0.0031473746527268054,1.0,1.6870717353492697,0.20685890142866642
REFINED_GRAIN_SERVINGS_DAY_QTY,0.0007213189484950492,1.0,0.38664504371081065,0.540183507500457
PM_BIOIMPED_FFM,0.001400010230556368,1.0,0.7504405893099373,0.39528402627489434
SALT_SEASONING,0.002928589804473164,1.0,1.569797570580988,0.22282538842281663
NUTS_SEEDS_SERVINGS_PER_DAY,0.0005216255540667188,1.0,0.27960437691758017,0.6020267393475626
Residual,0.04290844040353145,23.0,,
