"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.00290670055261185,0.00290670055261185,0.0473406037655114,0.00102808551253533,0.994
"Residuals",46,2.82438783591421,0.0613997355633524,NA,0.998971914487465,NA
"Total",47,2.82729453646682,NA,NA,1,NA
