"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.74870695969075,0.74870695969075,0.396402560817532,0.0122360055278782,0.666
"Residuals",32,60.4401310140183,1.88875409418807,NA,0.987763994472122,NA
"Total",33,61.188837973709,NA,NA,1,NA
