"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,150.70418812002,150.70418812002,1.38126310365554,0.0204992165482366,0.105
"Residuals",66,7201.00058388425,109.106069452792,NA,0.979500783451763,NA
"Total",67,7351.70477200427,NA,NA,1,NA
