"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.101960210207017,0.101960210207017,1.16458511382475,0.0190401865991163,0.318
"Residuals",60,5.25304036587714,0.087550672764619,NA,0.980959813400884,NA
"Total",61,5.35500057608416,NA,NA,1,NA
