Level,Grouping,Metric,Comparison,Model1 F,Model1 p,Model2 F,Model2 p,Model3 F,Model3 p,Model4 F,Model4 p
family,females_reduced_,simpson,CASE_CONTROL,4.56823033,0.035058596,1.704939839,0.196176303,0.691572952,0.40950675,1.547188304,0.218732672
family,females_reduced_,simpson,Crohn_case_control,0.42008583,0.521007005,0.006361578,0.937089885,0.675758839,0.432288957,0.242132871,0.630295928
family,females_reduced_,simpson,UC_case_control,0.779142595,0.381993189,0.267467583,0.608592195,1.158924354,0.295906435,0.885057343,0.356596869
family,females_reduced_,simpson,Both_case_control,8.872086472,0.011515571,6.343061237,0.045376291,NA,NA,NA,NA
family,females_reduced_,simpson_e,CASE_CONTROL,4.380468879,0.038935884,2.810136154,0.098401566,2.619920852,0.11169829,2.542311099,0.116461435
family,females_reduced_,simpson_e,Crohn_case_control,1.314330331,0.259175318,0.833016331,0.370479537,0.120788827,0.736170002,0.004229351,0.949066872
family,females_reduced_,simpson_e,UC_case_control,0.250799935,0.618900321,0.130018646,0.720782113,0.907085201,0.353504259,0.407737692,0.529427714
family,females_reduced_,simpson_e,Both_case_control,8.542177386,0.012776069,6.407070634,0.044606235,NA,NA,NA,NA
genus,females_reduced_,chao1,CASE_CONTROL,2.392177047,0.125167025,1.378662001,0.244548593,0.044231363,0.834261747,0.41501783,0.522063634
genus,females_reduced_,chao1,Crohn_case_control,0.4479723,0.507569518,0.003106658,0.956012429,0.95997201,0.352795489,0.083385984,0.776991804
genus,females_reduced_,chao1,UC_case_control,0.772173649,0.384112648,1.430724142,0.240434249,0.477895402,0.49819695,1.104050785,0.304294232
genus,females_reduced_,chao1,Both_case_control,1.784187263,0.206417656,1.059452955,0.343033717,NA,NA,NA,NA
genus,females_reduced_,faith_pd,CASE_CONTROL,1.221696362,0.27173419,0.657405448,0.420391608,0.003522635,0.952903867,0.339761719,0.562306767
genus,females_reduced_,faith_pd,Crohn_case_control,0.473266694,0.495897231,0.053609985,0.818859357,0.865145214,0.376577116,0.045408484,0.834326477
genus,females_reduced_,faith_pd,UC_case_control,0.535169803,0.46815201,0.316755676,0.57748612,1.06E-05,0.997433836,0.362081636,0.553238181
genus,females_reduced_,faith_pd,Both_case_control,0.1807748,0.678233035,3.643517245,0.104882288,NA,NA,NA,NA
genus,females_reduced_,observed_otus,CASE_CONTROL,0.920127796,0.339802036,0.801331853,0.37394862,0.03422297,0.853967065,0.188142144,0.666133876
genus,females_reduced_,observed_otus,Crohn_case_control,0.195387881,0.661113795,0.010657194,0.918635294,0.231325311,0.642019666,0.005234529,0.943346807
genus,females_reduced_,observed_otus,UC_case_control,0.509612565,0.478913301,0.939130435,0.339769622,0.183159952,0.673748377,0.65469019,0.426732259
genus,females_reduced_,observed_otus,Both_case_control,0.324324324,0.579525093,0.837606838,0.39537418,NA,NA,NA,NA
genus,females_reduced_,shannon,CASE_CONTROL,6.607867782,0.011657286,1.98746265,0.163301485,0.513646948,0.476833768,1.392322017,0.243001621
genus,females_reduced_,shannon,Crohn_case_control,0.811890721,0.373550602,0.142429631,0.709194289,0.066509482,0.802288696,0.000309954,0.986201996
genus,females_reduced_,shannon,UC_case_control,1.319330039,0.256650242,0.068716916,0.794894351,0.153891056,0.699450561,0.220922654,0.642763972
genus,females_reduced_,shannon,Both_case_control,13.82011754,0.002940034,15.55883175,0.007585622,NA,NA,NA,NA
genus,females_reduced_,simpson,CASE_CONTROL,4.203477403,0.043011396,1.100329819,0.298019782,0.311796027,0.579023538,0.905089839,0.345508801
genus,females_reduced_,simpson,Crohn_case_control,0.856894145,0.360773495,0.151005437,0.701002342,0.255409432,0.625435563,0.026243062,0.873622913
genus,females_reduced_,simpson,UC_case_control,0.241292886,0.625609463,0.003311696,0.954467049,0.18655239,0.67093112,0.139151054,0.712542288
genus,females_reduced_,simpson,Both_case_control,11.59688725,0.0052172,7.385984784,0.034747977,NA,NA,NA,NA
genus,females_reduced_,simpson_e,CASE_CONTROL,2.324916097,0.130537852,0.846056211,0.361020112,1.392551766,0.243449697,1.18014102,0.281981402
genus,females_reduced_,simpson_e,Crohn_case_control,0.411676697,0.525184198,0.4075991,0.529236379,0.007933044,0.930978681,0.00696908,0.934650999
genus,females_reduced_,simpson_e,UC_case_control,0.054239316,0.816877406,0.086090964,0.771101321,0.182486583,0.674311269,0.017887401,0.894768554
genus,females_reduced_,simpson_e,Both_case_control,6.939558226,0.021801789,3.271781775,0.120473956,NA,NA,NA,NA
species,females_reduced_,chao1,CASE_CONTROL,1.179963464,0.280028125,0.749901878,0.389644394,0.003446563,0.953414571,0.202153895,0.654723386
species,females_reduced_,chao1,Crohn_case_control,0.511871915,0.478944508,0.106066729,0.74748984,0.022840823,0.883205016,0.069873922,0.795372039
species,females_reduced_,chao1,UC_case_control,0.628493391,0.431978447,0.55869588,0.460243862,0.308182129,0.585631446,0.775297904,0.387691392
species,females_reduced_,chao1,Both_case_control,0.080763966,0.781109059,0.151348838,0.710681379,NA,NA,NA,NA
species,females_reduced_,faith_pd,CASE_CONTROL,1.646269886,0.20249345,0.69454071,0.407630127,0.001387624,0.970430449,0.33084044,0.567468604
species,females_reduced_,faith_pd,Crohn_case_control,0.639966741,0.42897034,1.40E-05,0.997044975,0.048501987,0.830605226,0.042257853,0.840088137
species,females_reduced_,faith_pd,UC_case_control,0.789156545,0.378977071,0.259275677,0.61411167,0.072728662,0.790471867,0.63805901,0.432586161
species,females_reduced_,faith_pd,Both_case_control,0.184911651,0.674806755,1.518695406,0.263914099,NA,NA,NA,NA
species,females_reduced_,observed_otus,CASE_CONTROL,1.976372783,0.162935673,1.28787693,0.26054432,0.054452427,0.816423382,0.464193171,0.498478699
species,females_reduced_,observed_otus,Crohn_case_control,0.749671956,0.392313932,0.259543063,0.615086906,0.100827662,0.758081839,0.321261939,0.579824668
species,females_reduced_,observed_otus,UC_case_control,1.103099511,0.299073552,0.853923501,0.362360913,0.339362075,0.567424222,0.835186959,0.370258419
species,females_reduced_,observed_otus,Both_case_control,0.197761953,0.664448139,0.224669604,0.652261071,NA,NA,NA,NA
species,females_reduced_,shannon,CASE_CONTROL,6.787688545,0.010608596,2.26542739,0.137060708,0.339804833,0.562510693,1.48694832,0.227801785
species,females_reduced_,shannon,Crohn_case_control,1.228188557,0.275109027,0.319266259,0.577293047,0.054265511,0.821012074,0.055385555,0.817351416
species,females_reduced_,shannon,UC_case_control,1.329669075,0.254820906,0.060234094,0.807693558,0.060691135,0.808194402,0.260527648,0.614621931
species,females_reduced_,shannon,Both_case_control,10.70263363,0.006684755,11.29789603,0.015206388,NA,NA,NA,NA
species,females_reduced_,simpson,CASE_CONTROL,3.737040072,0.056104803,0.95980779,0.330812915,0.039532789,0.843187403,0.706935012,0.404039034
species,females_reduced_,simpson,Crohn_case_control,1.309409193,0.260053211,0.27953317,0.601863154,0.440795382,0.523381052,0.008247537,0.92892541
species,females_reduced_,simpson,UC_case_control,0.043985338,0.834807017,0.171757911,0.681319315,0.028750881,0.867246592,0.000633925,0.980130274
species,females_reduced_,simpson,Both_case_control,8.734971955,0.012020777,6.266824087,0.046317075,NA,NA,NA,NA
species,females_reduced_,simpson_e,CASE_CONTROL,1.382223589,0.242571054,0.312216293,0.578214315,0.439114986,0.51053373,0.684260227,0.411634627
species,females_reduced_,simpson_e,Crohn_case_control,0.205604929,0.652955775,0.017385935,0.896197579,1.037313427,0.335043243,0.528206182,0.479338863
species,females_reduced_,simpson_e,UC_case_control,0.000323204,0.985734265,0.216461485,0.644900204,0.011924036,0.914254207,0.015069295,0.903365843
species,females_reduced_,simpson_e,Both_case_control,4.895583075,0.047060436,3.735663499,0.101451499,NA,NA,NA,NA
asv,females_reduced_,chao1,CASE_CONTROL,1.867867456,0.174846833,1.233437155,0.270769429,0.095073696,0.759079394,0.521399093,0.47325003
asv,females_reduced_,chao1,Crohn_case_control,1.049142944,0.312538357,0.196706324,0.661365272,0.181874425,0.679786468,0.625221873,0.442302826
asv,females_reduced_,chao1,UC_case_control,0.541364658,0.465603103,0.728350307,0.399761874,0.126774832,0.725938727,0.542100392,0.4690071
asv,females_reduced_,chao1,Both_case_control,0.314686303,0.585141506,0.404586167,0.548209922,NA,NA,NA,NA
asv,females_reduced_,faith_pd,CASE_CONTROL,0.47309368,0.493192136,0.549818064,0.461022436,0.040181544,0.841923275,0.300982257,0.585448018
asv,females_reduced_,faith_pd,Crohn_case_control,0.266647991,0.608746868,0.082624267,0.776239456,0.031343496,0.863396392,0.0398592,0.844626886
asv,females_reduced_,faith_pd,UC_case_control,0.185978865,0.66829903,0.345981003,0.560525859,0.006889836,0.934763652,0.300569122,0.588808163
asv,females_reduced_,faith_pd,Both_case_control,0.029216715,0.867127893,2.336127215,0.177267322,NA,NA,NA,NA
asv,females_reduced_,observed_otus,CASE_CONTROL,2.050906463,0.155297472,1.449982717,0.232831474,0.121709063,0.728624448,0.623496744,0.433081578
asv,females_reduced_,observed_otus,Crohn_case_control,1.915020505,0.174927156,0.48122327,0.494528717,0.125719142,0.731078656,0.755859456,0.399287896
asv,females_reduced_,observed_otus,UC_case_control,0.327790974,0.569750657,0.50803194,0.481157563,0.165643416,0.688811922,0.583690319,0.45263642
asv,females_reduced_,observed_otus,Both_case_control,0.197911584,0.66432995,0.547107856,0.487421603,NA,NA,NA,NA
asv,females_reduced_,shannon,CASE_CONTROL,6.91713874,0.009914952,2.748609439,0.102085082,0.973801451,0.328392669,2.197803867,0.143813535
asv,females_reduced_,shannon,Crohn_case_control,1.729536148,0.196785813,0.49107613,0.490186546,0.092120077,0.768398278,0.072348857,0.791870411
asv,females_reduced_,shannon,UC_case_control,0.943390939,0.336487077,0.228758009,0.635697841,0.36406538,0.553785017,0.751653071,0.394908558
asv,females_reduced_,shannon,Both_case_control,11.83203334,0.004896531,9.015486609,0.023928403,NA,NA,NA,NA
asv,females_reduced_,simpson,CASE_CONTROL,2.893684201,0.092098383,0.866432962,0.355337072,0.283912954,0.596462151,0.887577885,0.350181173
asv,females_reduced_,simpson,Crohn_case_control,1.289693909,0.263608606,0.252658096,0.619790979,0.709370157,0.421469661,0.063889358,0.804124518
asv,females_reduced_,simpson,UC_case_control,0.005334,0.942095524,0.05871482,0.810085177,0.009799954,0.922236608,0.033182971,0.857051649
asv,females_reduced_,simpson,Both_case_control,8.144565696,0.014518146,4.537988744,0.077182109,NA,NA,NA,NA
asv,females_reduced_,simpson_e,CASE_CONTROL,1.381931336,0.242620512,0.335252786,0.564553253,1.038709798,0.312932252,0.782503051,0.380159089
asv,females_reduced_,simpson_e,Crohn_case_control,0.02515217,0.874874822,0.001828593,0.966245002,2.52406102,0.146584302,1.184341266,0.294854264
asv,females_reduced_,simpson_e,UC_case_control,0.108289697,0.74359337,0.005897105,0.939266666,0.259234499,0.616831304,0.043162124,0.837248898
asv,females_reduced_,simpson_e,Both_case_control,4.235949756,0.061973996,1.896442665,0.217647534,NA,NA,NA,NA
family,males_,chao1,CASE_CONTROL,0.248612905,0.619170764,0.031236057,0.860256008,0.029399775,0.864524743,0.194357936,0.660981648
family,males_,chao1,Crohn_case_control,0.914906192,0.345195618,0.422961216,0.521640779,0.262944014,0.619240489,1.699334097,0.212028462
family,males_,chao1,UC_case_control,2.510050436,0.119973982,0.619192751,0.437136699,0.820919755,0.376880536,1.727182152,0.20172786
family,males_,chao1,Both_case_control,0.164506091,0.692179639,0.082660797,0.783395269,NA,NA,NA,NA
family,males_,faith_pd,CASE_CONTROL,0.092862906,0.761214844,0.179976153,0.672773377,0.240533621,0.625884159,0.015330973,0.901894732
family,males_,faith_pd,Crohn_case_control,0.968099257,0.331721517,0.739957996,0.398186189,0.224661191,0.645690248,1.19293159,0.291971458
family,males_,faith_pd,UC_case_control,2.032820352,0.160685885,0.130561493,0.720225411,0.025674511,0.874482256,0.350850811,0.559410654
family,males_,faith_pd,Both_case_control,0.026680389,0.872968328,0.045091929,0.838865322,NA,NA,NA,NA
family,males_,observed_otus,CASE_CONTROL,0.632764141,0.428265702,0.072113634,0.789121441,0.266136485,0.608121988,0.617540565,0.435217331
family,males_,observed_otus,Crohn_case_control,0.416256158,0.522901928,0.265283843,0.611224671,0.196564456,0.666946295,1.430569369,0.250236622
family,males_,observed_otus,UC_case_control,2.3749756,0.130145283,1.100081367,0.302105594,1.250116593,0.278231074,2.696209323,0.114191329
family,males_,observed_otus,Both_case_control,0.981818182,0.341310175,0.06122449,0.812820551,NA,NA,NA,NA
family,males_,shannon,CASE_CONTROL,0.14004265,0.709047095,0.137028845,0.712438084,0.293252637,0.590456459,0.635865305,0.428521387
family,males_,shannon,Crohn_case_control,0.313816721,0.57881713,0.155565332,0.696755725,0.655195424,0.437097358,0.621262696,0.442857313
family,males_,shannon,UC_case_control,0.190024679,0.664935034,0.187335553,0.668046819,0.87932288,0.360800045,1.691112014,0.20633476
family,males_,shannon,Both_case_control,1.954400296,0.187418753,3.77067058,0.10018857,NA,NA,NA,NA
family,males_,simpson,CASE_CONTROL,0.217809617,0.641749837,0.138632359,0.710837362,0.291835829,0.591352798,0.468977751,0.496233208
family,males_,simpson,Crohn_case_control,0.24043537,0.626867239,0.110292727,0.742694147,0.383970863,0.549343217,0.230077852,0.638384938
family,males_,simpson,UC_case_control,0.215664473,0.644553951,0.143151423,0.707666455,0.73714145,0.401867004,1.091548864,0.306985242
family,males_,simpson,Both_case_control,2.917728747,0.113325488,3.635186455,0.105200291,NA,NA,NA,NA
family,males_,simpson_e,CASE_CONTROL,0.065297657,0.798846196,0.398065544,0.530268852,0.440536957,0.509795569,0.592038342,0.444808906
family,males_,simpson_e,Crohn_case_control,0.775863433,0.384252162,0.497257066,0.487495846,1.52737261,0.244750921,0.505952568,0.487811064
family,males_,simpson_e,UC_case_control,0.183584794,0.670310182,0.439435936,0.512141886,1.627225948,0.218304445,1.850043749,0.186961835
family,males_,simpson_e,Both_case_control,1.263925514,0.282895826,2.039323794,0.203194947,NA,NA,NA,NA
genus,males_,chao1,CASE_CONTROL,0.639917323,0.425675576,0.086330492,0.76981708,0.268112188,0.606796979,0.646023477,0.424877328
genus,males_,chao1,Crohn_case_control,1.024859539,0.318125162,1.39481052,0.249166355,0.377265354,0.552786998,0.888119699,0.360919004
genus,males_,chao1,UC_case_control,3.216857255,0.079458689,2.424928963,0.129254798,1.999442663,0.174420489,6.267625639,0.019839332
genus,males_,chao1,Both_case_control,0.668395676,0.429545738,0.191692898,0.676832979,NA,NA,NA,NA
genus,males_,faith_pd,CASE_CONTROL,0.990661856,0.322031911,0.043327671,0.835750519,0.148063823,0.701961878,0.375955849,0.542214552
genus,males_,faith_pd,Crohn_case_control,0.038440416,0.845663983,0.296422782,0.591157001,0.167318812,0.691128745,0.093536376,0.763932189
genus,males_,faith_pd,UC_case_control,1.557026186,0.218415978,0.44001172,0.511867483,0.276787713,0.605236751,1.646901606,0.21216155
genus,males_,faith_pd,Both_case_control,0.257678343,0.620920092,0.018176373,0.897163356,NA,NA,NA,NA
genus,males_,observed_otus,CASE_CONTROL,2.228530614,0.138695132,0.708196721,0.403082006,1.010413862,0.319458463,1.838884713,0.18042963
genus,males_,observed_otus,Crohn_case_control,0.182264829,0.671976575,0.556935382,0.462745713,0.08022469,0.782770102,0.571836234,0.461242144
genus,males_,observed_otus,UC_case_control,4.831518477,0.033014796,3.831538949,0.059066735,2.773971689,0.113116235,7.816863478,0.010267086
genus,males_,observed_otus,Both_case_control,0.584625759,0.459277397,0.016172507,0.902959857,NA,NA,NA,NA
genus,males_,shannon,CASE_CONTROL,1.260431514,0.264312424,1.461671571,0.230977711,1.767194504,0.189532599,2.458209115,0.122447292
genus,males_,shannon,Crohn_case_control,0.006563751,0.935877194,0.068769923,0.795374057,0.001109215,0.974086855,1.09E-06,0.999179422
genus,males_,shannon,UC_case_control,0.370023987,0.54598322,0.561690412,0.45905449,1.320909642,0.26547179,2.543798933,0.124378632
genus,males_,shannon,Both_case_control,3.616846417,0.081469999,6.084147192,0.048681226,NA,NA,NA,NA
genus,males_,simpson,CASE_CONTROL,0.70793112,0.402179907,0.784269455,0.379053818,1.089897757,0.301323013,1.36744195,0.247118738
genus,males_,simpson,Crohn_case_control,0.002499624,0.960401751,0.031089109,0.861521135,0.001238894,0.972614606,0.02700224,0.87167024
genus,males_,simpson,UC_case_control,0.159511213,0.691455265,0.241523217,0.626462227,0.942223685,0.34457047,1.385404344,0.251220354
genus,males_,simpson,Both_case_control,4.082924494,0.066212031,6.677901252,0.041536354,NA,NA,NA,NA
genus,males_,simpson_e,CASE_CONTROL,0.256192862,0.613884612,1.17336252,0.282652918,1.10411604,0.298223438,1.172747329,0.283397347
genus,males_,simpson_e,Crohn_case_control,0.021094854,0.885331003,0.170349766,0.683465118,0.162966299,0.694937366,0.009800121,0.922452662
genus,males_,simpson_e,UC_case_control,0.000244157,0.98760073,0.11809584,0.73335674,1.220520898,0.283807852,0.769054032,0.389578058
genus,males_,simpson_e,Both_case_control,3.191000873,0.09931445,4.753770645,0.072030099,NA,NA,NA,NA
species,males_,chao1,CASE_CONTROL,1.281104245,0.260455795,1.132728748,0.291072428,1.24623043,0.269405706,2.369877991,0.129230181
species,males_,chao1,Crohn_case_control,0.062260093,0.804377064,0.031052396,0.861602045,0.008797248,0.927125732,0.105169179,0.750190659
species,males_,chao1,UC_case_control,1.827300972,0.183056539,1.416069857,0.242805421,0.96877709,0.338031479,4.228872057,0.051260103
species,males_,chao1,Both_case_control,0.9946486,0.33829515,1.099375039,0.334790543,NA,NA,NA,NA
species,males_,faith_pd,CASE_CONTROL,1.164261271,0.283232111,0.619337833,0.43411037,0.970297667,0.329167214,1.656456604,0.203284528
species,males_,faith_pd,Crohn_case_control,0.093517046,0.761514133,0.172881734,0.681257673,1.370267135,0.268905559,0.279827601,0.604554612
species,males_,faith_pd,UC_case_control,1.157619758,0.287570581,0.288772065,0.594725958,0.273780147,0.607189235,1.328549852,0.26090276
species,males_,faith_pd,Both_case_control,0.101500269,0.755513429,0.115529873,0.745517185,NA,NA,NA,NA
species,males_,observed_otus,CASE_CONTROL,1.758906542,0.187843586,1.610993228,0.208809907,2.174502222,0.146343974,3.701741238,0.059353892
species,males_,observed_otus,Crohn_case_control,0.047158998,0.82930878,0.011900907,0.9140371,0.004995143,0.945048821,0.054810232,0.8180604
species,males_,observed_otus,UC_case_control,2.979338915,0.091045667,2.454530002,0.127023016,1.87424338,0.187832278,6.923495862,0.014925764
species,males_,observed_otus,Both_case_control,0.776177091,0.395615931,0.783783784,0.410060241,NA,NA,NA,NA
species,males_,shannon,CASE_CONTROL,2.350890123,0.128433552,2.913999292,0.092514823,3.533298376,0.065756157,4.558924294,0.037058346
species,males_,shannon,Crohn_case_control,0.338068974,0.564569117,0.482139175,0.494122289,0.378300887,0.552252387,0.245999126,0.627094749
species,males_,shannon,UC_case_control,0.564229022,0.456387072,0.925348729,0.343287545,1.160235434,0.295641718,3.108855526,0.091150877
species,males_,shannon,Both_case_control,2.813592898,0.119301788,5.541100965,0.056750911,NA,NA,NA,NA
species,males_,simpson,CASE_CONTROL,1.28019258,0.260624378,1.286626176,0.260773713,1.785029126,0.187350749,2.030216144,0.159651303
species,males_,simpson,Crohn_case_control,0.079293673,0.779869265,0.189274589,0.667408291,0.429259571,0.527135927,0.348926701,0.563516383
species,males_,simpson,UC_case_control,0.202638386,0.654713996,0.304529751,0.584890136,0.461255356,0.505677875,1.22478076,0.279865578
species,males_,simpson,Both_case_control,3.617005507,0.081464102,8.998623031,0.024015309,NA,NA,NA,NA
species,males_,simpson_e,CASE_CONTROL,1.373268279,0.244092225,2.159816264,0.146412611,2.44793232,0.123745752,2.197036447,0.143784209
species,males_,simpson_e,Crohn_case_control,0.807081285,0.374954144,0.713760159,0.406541952,0.798092318,0.392656311,0.667043404,0.426865835
species,males_,simpson_e,UC_case_control,0.044043992,0.834698551,0.350791998,0.557827303,1.151235999,0.297465273,0.973989334,0.333956429
species,males_,simpson_e,Both_case_control,3.535169617,0.084567637,6.235428182,0.046712174,NA,NA,NA,NA
asv,males_,chao1,CASE_CONTROL,1.252275911,0.265853619,1.407720036,0.239688704,2.285059941,0.136678962,3.224137139,0.077861316
asv,males_,chao1,Crohn_case_control,0.060492682,0.807115844,0.003645753,0.952352922,0.005567779,0.941990583,0.001138042,0.973533378
asv,males_,chao1,UC_case_control,1.921358405,0.172389795,1.456680719,0.23630543,1.683054754,0.210900996,4.171454065,0.05273752
asv,males_,chao1,Both_case_control,0.7748723,0.396001261,0.96412494,0.364069278,NA,NA,NA,NA
asv,males_,faith_pd,CASE_CONTROL,1.614988202,0.206800433,0.301013544,0.585098977,0.436493697,0.511736081,1.10030032,0.298627559
asv,males_,faith_pd,Crohn_case_control,0.322845767,0.573429748,0.049208585,0.826322893,0.246867781,0.63003011,0.025272791,0.875809899
asv,males_,faith_pd,UC_case_control,3.932441589,0.053352318,0.748886452,0.3932707,0.463754969,0.504541493,1.97932124,0.172831605
asv,males_,faith_pd,Both_case_control,0.410373775,0.533822063,0.057953725,0.817774855,NA,NA,NA,NA
asv,males_,observed_otus,CASE_CONTROL,2.663167391,0.105905454,2.262233301,0.137333308,3.424859444,0.069906001,5.070006487,0.028213934
asv,males_,observed_otus,Crohn_case_control,0.024953149,0.87536661,0.161730513,0.691127496,0.055409235,0.818655218,0.038846193,0.846399463
asv,males_,observed_otus,UC_case_control,2.688338211,0.107907264,1.982130179,0.168807219,1.992381706,0.175144628,5.490048563,0.028140191
asv,males_,observed_otus,Both_case_control,1.401926283,0.259324719,0.661955778,0.446947347,NA,NA,NA,NA
asv,males_,shannon,CASE_CONTROL,1.829795199,0.179264516,2.832147502,0.097119995,3.765062666,0.057764947,4.831273607,0.032024526
asv,males_,shannon,Crohn_case_control,0.024434453,0.876657858,0.194375912,0.663245247,0.33607461,0.574931373,0.057955066,0.813017144
asv,males_,shannon,UC_case_control,0.509543168,0.478943076,1.014962171,0.321274613,1.93397223,0.181279907,3.783710588,0.064078226
asv,males_,shannon,Both_case_control,4.624901451,0.052590818,10.1995733,0.01874907,NA,NA,NA,NA
asv,males_,simpson,CASE_CONTROL,0.402516422,0.527270814,0.522236537,0.472442255,0.816249843,0.370445357,0.962957756,0.330589717
asv,males_,simpson,Crohn_case_control,0.218090184,0.643313188,0.141679224,0.709924453,0.01694216,0.899019299,0.147914336,0.705934364
asv,males_,simpson,UC_case_control,0.124010282,0.726333342,0.20150127,0.656537087,0.503917914,0.486878905,0.920939991,0.347208762
asv,males_,simpson,Both_case_control,6.518785156,0.025316671,25.05614486,0.002438684,NA,NA,NA,NA
asv,males_,simpson_e,CASE_CONTROL,0.066346409,0.797272725,0.47032638,0.495239092,0.761277232,0.386940246,0.671370966,0.415986949
asv,males_,simpson_e,Crohn_case_control,0.054948481,0.815994083,0.221587388,0.642083322,0.003571652,0.953521632,0.338050631,0.569591401
asv,males_,simpson_e,UC_case_control,0.06031705,0.807088012,0.13221897,0.718533709,1.15910225,0.295870497,0.800473302,0.380219612
asv,males_,simpson_e,Both_case_control,5.569210407,0.036056735,16.26982909,0.006852343,NA,NA,NA,NA
