"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,90.8505639030289,90.8505639030289,0.828466417482768,0.0252362205089656,0.817
"Residuals",32,3509.15617525003,109.661130476563,NA,0.974763779491034,NA
"Total",33,3600.00673915306,NA,NA,1,NA
