"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.0417449589664149,0.0417449589664149,0.699210423422993,0.00708425549123804,0.529
"Residuals",98,5.85089386780176,0.0597029986510384,NA,0.992915744508762,NA
"Total",99,5.89263882676818,NA,NA,1,NA
