"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,12.2732954931907,12.2732954931907,0.379325217105489,0.0117150439226911,0.989
"Residuals",32,1035.37924206311,32.355601314472,NA,0.988284956077309,NA
"Total",33,1047.6525375563,NA,NA,1,NA
