"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,0.896237458827519,0.896237458827519,0,0.00895290150279463,1
"md$A_SMK_CIG_CUR_FREQ",1,0.445879295719544,0.445879295719544,0,0.00445408008490834,1
"md$F1_SDC_AGE_CALC",1,3.4812024249689,3.4812024249689,0,0.0347752285011716,1
"md$PM_BIOIMPED_WEIGHT",1,1.02965126270688,1.02965126270688,0,0.0102856293791854,1
"md$PM_WAIST_AVG",1,2.63216941393091,2.63216941393091,0,0.0262938725328678,1
"md$PM_WAIST_HIP_RATIO",1,2.24555511000943,2.24555511000943,0,0.0224318159445293,1
"md$PM_STANDING_HEIGHT_AVG",1,1.5310304337344,1.5310304337344,0,0.0152941215924372,1
"md$A_SLE_LIGHT_EXP",1,0.572118659029382,0.572118659029382,0,0.00571513938828432,1
"md$NUT_VEG_DAY_QTY",1,3.23037952674427,3.23037952674427,0,0.0322696506765308,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,2.55232866003356,2.55232866003356,0,0.0254963088977938,1
"md$PM_BIOIMPED_FFM",1,3.64018857888387,3.64018857888387,0,0.0363634095823005,1
"md$UC_case_control:md$A_SMK_CIG_CUR_FREQ",1,1.45744832179004,1.45744832179004,0,0.0145590782240566,1
"md$UC_case_control:md$F1_SDC_AGE_CALC",1,1.0342034085485,1.0342034085485,0,0.0103311027221538,1
"md$UC_case_control:md$PM_BIOIMPED_WEIGHT",1,6.403838657055,6.403838657055,0,0.063970699028142,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,0.544730012535545,0.544730012535545,0,0.00544154241692478,1
"md$UC_case_control:md$PM_WAIST_AVG",1,2.18977415450567,2.18977415450567,0,0.0218745959852004,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,0.00384676994369926,0.00384676994369926,0,3.84270396987259e-05,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,1.62223068896873,1.62223068896873,0,0.0162051601727827,1
"md$UC_case_control:md$PM_WAIST_HIP_RATIO",1,2.19791513716248,2.19791513716248,0,0.021955919762894,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_HIP_RATIO",1,2.87631536415771,2.87631536415771,0,0.0287327514517943,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_HIP_RATIO",1,1.98323636671245,1.98323636671245,0,0.0198114011783945,1
"md$PM_WAIST_AVG:md$PM_WAIST_HIP_RATIO",1,0.0959830339501551,0.0959830339501551,0,0.000958815814303638,1
"md$UC_case_control:md$PM_STANDING_HEIGHT_AVG",1,0.570481188906719,0.570481188906719,0,0.00569878199485295,1
"md$F1_SDC_AGE_CALC:md$PM_STANDING_HEIGHT_AVG",1,0.398667886866413,0.398667886866413,0,0.00398246501335888,1
"md$PM_BIOIMPED_WEIGHT:md$PM_STANDING_HEIGHT_AVG",1,1.9617520920606,1.9617520920606,0,0.0195967855171962,1
"md$PM_WAIST_AVG:md$PM_STANDING_HEIGHT_AVG",1,2.76089248820941,2.76089248820941,0,0.0275797426935057,1
"md$PM_WAIST_HIP_RATIO:md$PM_STANDING_HEIGHT_AVG",1,0.343499611428797,0.343499611428797,0,0.00343136537876185,1
"md$UC_case_control:md$A_SLE_LIGHT_EXP",1,0.527582921763234,0.527582921763234,0,0.00527025275118728,1
"md$F1_SDC_AGE_CALC:md$A_SLE_LIGHT_EXP",1,4.23377010187316,4.23377010187316,0,0.0422929507511712,1
"md$PM_BIOIMPED_WEIGHT:md$A_SLE_LIGHT_EXP",1,6.3763969632618,6.3763969632618,0,0.0636965721444902,1
"md$PM_WAIST_AVG:md$A_SLE_LIGHT_EXP",1,5.12675565225781,5.12675565225781,0,0.0512133675416853,1
"md$PM_WAIST_HIP_RATIO:md$A_SLE_LIGHT_EXP",1,4.14261600537509,4.14261600537509,0,0.041382373270298,1
"md$PM_STANDING_HEIGHT_AVG:md$A_SLE_LIGHT_EXP",1,4.14643591462553,4.14643591462553,0,0.0414205319869773,1
"md$UC_case_control:md$NUT_VEG_DAY_QTY",1,0.703147486373112,0.703147486373112,0,0.00702404270813636,1
"md$F1_SDC_AGE_CALC:md$NUT_VEG_DAY_QTY",1,2.65541305548722,2.65541305548722,0,0.0265260632668861,1
"md$PM_BIOIMPED_WEIGHT:md$NUT_VEG_DAY_QTY",1,0.208246857117345,0.208246857117345,0,0.00208026743545981,1
"md$PM_WAIST_AVG:md$NUT_VEG_DAY_QTY",1,2.00611206871285,2.00611206871285,0,0.0200399164059156,1
"md$PM_WAIST_HIP_RATIO:md$NUT_VEG_DAY_QTY",1,1.52736145514962,1.52736145514962,0,0.0152574705871016,1
"md$PM_STANDING_HEIGHT_AVG:md$NUT_VEG_DAY_QTY",1,2.17087748080077,2.17087748080077,0,0.0216858289829466,1
"md$A_SLE_LIGHT_EXP:md$NUT_VEG_DAY_QTY",1,0.27698184966161,0.27698184966161,0,0.00276689084311025,1
"md$UC_case_control:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,1.17366309881375,1.17366309881375,0,0.0117242255583589,1
"md$F1_SDC_AGE_CALC:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,2.66304683729525,2.66304683729525,0,0.0266023203971232,1
"md$PM_BIOIMPED_WEIGHT:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.130698481030251,0.130698481030251,0,0.00130560334842454,1
"md$PM_WAIST_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,2.21241080905173,2.21241080905173,0,0.0221007232648711,1
"md$PM_WAIST_HIP_RATIO:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,1.83362709266356,1.83362709266356,0,0.0183168897838177,1
"md$PM_STANDING_HEIGHT_AVG:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,2.68293816995967,2.68293816995967,0,0.0268010234755872,1
"md$A_SLE_LIGHT_EXP:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,0.7812740888929,0.7812740888929,0,0.00780448294773838,1
"md$NUT_VEG_DAY_QTY:md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,3.97638707477911,3.97638707477911,0,0.0397218409773411,1
"md$UC_case_control:md$PM_BIOIMPED_FFM",1,1.17734508031916,1.17734508031916,0,0.0117610064554619,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_FFM",1,0.601822477290753,0.601822477290753,0,0.00601186360632679,1
"md$PM_BIOIMPED_WEIGHT:md$PM_BIOIMPED_FFM",1,0.0693431979183572,0.0693431979183572,0,0.000692699032758597,1
"Residuals",0,4.80417272772565e-15,Inf,NA,4.79909479458808e-17,NA
"Total",51,100.105810227864,NA,NA,1,NA
