"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.174954880282544,0.174954880282544,1.00629330427269,0.0773697225436332,0.434
"Residuals",12,2.0863286623058,0.173860721858816,NA,0.922630277456367,NA
"Total",13,2.26128354258834,NA,NA,1,NA
