"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,32.1605377505194,32.1605377505194,0.784126927110662,0.0213169916650311,0.646
"Residuals",36,1476.5203425482,41.0144539596721,NA,0.978683008334969,NA
"Total",37,1508.68088029872,NA,NA,1,NA
