"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,130.345036341719,130.345036341719,1.21235215874375,0.0256787070186086,0.112
"Residuals",46,4945.65182935958,107.514170203469,NA,0.974321292981391,NA
"Total",47,5075.9968657013,NA,NA,1,NA
