"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,583.014912122883,583.014912122883,0,0.0164183175699107,1
"md$A_SMK_CIG_CUR_FREQ",1,782.641931032366,782.641931032366,0,0.022040025906763,1
"md$F1_SDC_AGE_CALC",1,823.829246095276,823.829246095276,0,0.0231999043326724,1
"md$PM_BIOIMPED_WEIGHT",1,683.243783650781,683.243783650781,0,0.0192408687743504,1
"md$PM_WAIST_AVG",1,630.950327152596,630.950327152596,0,0.0177682296398054,1
"md$PM_WAIST_HIP_RATIO",1,806.028754621964,806.028754621964,0,0.0226986236349881,1
"md$PM_STANDING_HEIGHT_AVG",1,766.077194706783,766.077194706783,0,0.0215735453831946,1
"md$A_SLE_LIGHT_EXP",1,559.63168529428,559.63168529428,0,0.0157598211302855,1
"md$NUT_VEG_DAY_QTY",1,801.801745362459,801.801745362459,0,0.0225795865761575,1
"md$REFINED_GRAIN_SERVINGS_DAY_QTY",1,689.553938569486,689.553938569486,0,0.0194185694218234,1
"md$PM_BIOIMPED_FFM",1,835.992705659561,835.992705659561,0,0.0235424402399411,1
"md$UC_case_control:md$A_SMK_CIG_CUR_FREQ",1,760.085264581987,760.085264581987,0,0.0214048062830447,1
"md$UC_case_control:md$F1_SDC_AGE_CALC",1,723.893790419623,723.893790419623,0,0.0203856160294759,1
"md$UC_case_control:md$PM_BIOIMPED_WEIGHT",1,736.102274966748,736.102274966748,0,0.0207294198879607,1
"md$F1_SDC_AGE_CALC:md$PM_BIOIMPED_WEIGHT",1,638.734151289094,638.734151289094,0,0.0179874303736529,1
"md$UC_case_control:md$PM_WAIST_AVG",1,688.960892740144,688.960892740144,0,0.0194018686229979,1
"md$F1_SDC_AGE_CALC:md$PM_WAIST_AVG",1,734.655216319827,734.655216319827,0,0.0206886691834531,1
"md$PM_BIOIMPED_WEIGHT:md$PM_WAIST_AVG",1,666.594058884521,666.594058884521,0,0.018771994886256,1
