"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,0.080177798424086,0.080177798424086,0.634096002281756,0.0257405833858495,0.627
"Residuals",24,3.03466218877536,0.12644425786564,NA,0.97425941661415,NA
"Total",25,3.11483998719945,NA,NA,1,NA
