"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,1.05026859630859,1.05026859630859,0.467717047153669,0.0128255093826932,0.659
"Residuals",36,80.8387671503596,2.24552130973221,NA,0.987174490617307,NA
"Total",37,81.8890357466682,NA,NA,1,NA
