"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,950.515890590216,950.515890590216,1.3898843444932,0.0131880241935745,0.035
"Residuals",104,71123.6535709221,683.88128433579,NA,0.986811975806425,NA
"Total",105,72074.1694615124,NA,NA,1,NA
