"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,54.3926973649398,54.3926973649398,0.676259800995099,0.0144883031305067,0.938
"Residuals",46,3699.85629059351,80.4316584911631,NA,0.985511696869493,NA
"Total",47,3754.24898795845,NA,NA,1,NA
