"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,1.93194285253903,1.93194285253903,1.71750096251904,0.0509379673312161,0.197
"Residuals",32,35.9954216215256,1.12485692567267,NA,0.949062032668784,NA
"Total",33,37.9273644740646,NA,NA,1,NA
