"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,0.057787355195314,0.057787355195314,1.11824614714201,0.0285863058107402,0.352
"Residuals",38,1.96371747225261,0.051676775585595,NA,0.97141369418926,NA
"Total",39,2.02150482744792,NA,NA,1,NA
