"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.00544946694115781,0.00544946694115781,0.603755195599677,0.00612304464877643,0.621
"Residuals",98,0.884543543684165,0.00902595452738944,NA,0.993876955351224,NA
"Total",99,0.889993010625323,NA,NA,1,NA
