"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Crohn_case_control",1,3.52384966211132,3.52384966211132,1.69332530965501,0.0130563797759987,0.182
"Residuals",128,266.371000408743,2.08102344069331,NA,0.986943620224001,NA
"Total",129,269.894850070854,NA,NA,1,NA
