,sum_sq,df,F,PR(>F)
CASE_CONTROL,3109.2466141172054,1.0,7.792247565750964,0.0057085038066839655
A_SMK_CIG_CUR_FREQ,1.2437816415676812,1.0,0.003117107026771907,0.9555270638691836
F1_SDC_AGE_CALC,24.110008734259328,1.0,0.060423369448006345,0.8060572055044949
SDC_GENDER,126.63170389254648,1.0,0.3173584179277958,0.5737731967280169
A_HS_DENTAL_VISIT_LAST,97.97827389928874,1.0,0.2455485399008733,0.6207216850028607
PM_BIOIMPED_BMI,1698.7049736355202,1.0,4.257214476214419,0.04025769376874988
PM_BIOIMPED_WEIGHT,1835.2200799802906,1.0,4.599342212326886,0.03308048114854102
PM_WAIST_AVG,48.630099210315095,1.0,0.12187446646183636,0.7273442079480092
PM_WAIST_HIP_RATIO,82.06205303793182,1.0,0.20566005607982504,0.6506374813208763
PM_STANDING_HEIGHT_AVG,2115.730430247483,1.0,5.302344053388016,0.022231385747875747
A_SLE_LIGHT_EXP,119.82445395590935,1.0,0.30029840843630695,0.584250986748627
NUT_VEG_DAY_QTY,2.7184659003573093,1.0,0.006812891328226349,0.9342921687590318
NUT_JUICE_DAY_QTY,10.569149083848695,1.0,0.026487904126595758,0.8708638441300042
REFINED_GRAIN_SERVINGS_DAY_QTY,0.009173921745363236,1.0,2.2991251020142403e-05,0.9961785676425268
PM_BIOIMPED_FFM,28.682714641179338,1.0,0.0718832698336209,0.7888654374837947
SALT_SEASONING,0.1352991743573671,1.0,0.000339080424578559,0.9853251641702028
NUTS_SEEDS_SERVINGS_PER_DAY,4.614940607008107,1.0,0.011565747003717288,0.9144553028416206
Residual,87783.94799881626,220.0,,
