"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,19.759508295394,19.759508295394,0.416896046418955,0.00898155805166377,0.991
"Residuals",46,2180.24946361497,47.3967274698906,NA,0.991018441948336,NA
"Total",47,2200.00897191036,NA,NA,1,NA
