"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,3.38293398363668,3.38293398363668,1.76988103749407,0.022187334548765,0.196
"Residuals",78,149.088467040286,1.91139060308059,NA,0.977812665451235,NA
"Total",79,152.471401023923,NA,NA,1,NA
