"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$Both_case_control",1,62.6824085998383,62.6824085998383,1.88242532793871,0.039313491642211,0.057
"Residuals",46,1531.74245628639,33.2987490497042,NA,0.960686508357789,NA
"Total",47,1594.42486488623,NA,NA,1,NA
