"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$CASE_CONTROL",1,0.0402140979442402,0.0402140979442402,0.653027444399892,0.00979741610303642,0.606
"Residuals",66,4.0643475049642,0.0615810228024879,NA,0.990202583896964,NA
"Total",67,4.10456160290844,NA,NA,1,NA
