"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"md$UC_case_control",1,30.3097281769973,30.3097281769973,0.485473266499938,0.0104435478954196,0.967
"Residuals",46,2871.93465088989,62.4333619758672,NA,0.98955645210458,NA
"Total",47,2902.24437906689,NA,NA,1,NA
