feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X95c08da59378a0eb674c2b7dab943428	Both_case_control	Both_case_control	-0.0271424430554763	0.00742018653597565	62	54	0.00053769653218392	0.0274225231413799
cb3f42ad378ddeda014d895db355586b	Both_case_control	Both_case_control	-0.0247433353776187	0.009844002089747	62	61	0.0146548765373207	0.249132901134451
X5431c93e93b57f0b74748eb702ea1e72	Both_case_control	Both_case_control	-0.0439891503698411	0.0166768909669447	62	59	0.0106141711973647	0.249132901134451
a67690654fca1914946ee270222b7247	Both_case_control	Both_case_control	-0.0152384012280424	0.00700454913733799	62	57	0.0335429842522002	0.427673049215553
X7c821085a5548386a8d91fe359fa3ff3	Both_case_control	Both_case_control	-0.0432823159662227	0.0232438727622154	62	62	0.0674886380607758	0.45564947763934
X304a3df568087b761af6bca76a3816aa	Both_case_control	Both_case_control	-0.00565927634374404	0.00284240596980655	62	12	0.0510386628174779	0.45564947763934
X42604f7f8bfc866837a5370b4b667382	Both_case_control	Both_case_control	-0.00871835690598515	0.00475132821213549	62	29	0.0714744278649945	0.45564947763934
b73c9d186b67a61bce0ba79c990aef39	Both_case_control	Both_case_control	-0.0191271987480501	0.0103604856771006	62	32	0.0698022213133355	0.45564947763934
f2d099ef5556f02539ded15181a3d994	Both_case_control	Both_case_control	-0.0245119866656157	0.0141189882330543	62	60	0.087678833307375	0.496846722075125
X969732ae717bf5a9282f4781499aadb4	Both_case_control	Both_case_control	-0.0349132729149582	0.0216845884082152	62	58	0.112636097944874	0.522221908653505
X321b7763c5946d79f50284281735d5b0	Both_case_control	Both_case_control	-0.00799364491422773	0.00486050224010049	62	23	0.105279537046128	0.522221908653505
X7d669e880492b330a9c9c649f65c2ba6	Both_case_control	Both_case_control	-0.00610358922842506	0.0040551514615433	62	22	0.137533402049714	0.560254049412867
X2ddd18d49a8163e0fc79e28ea6273254	Both_case_control	Both_case_control	-0.0125352519101207	0.00844190912591472	62	35	0.142809855732692	0.560254049412867
X81b95cf5e2e0e3f7579b7dfa4b2ebed0	Both_case_control	Both_case_control	-0.0184351983260321	0.0151624804757811	62	57	0.228806765674677	0.632506201265818
X95251fbafeb9956f566a3da93d145d63	Both_case_control	Both_case_control	0.0107869490912213	0.00900435531726415	62	59	0.235639565177462	0.632506201265818
X564e9f4d70915c0026898422d57b1431	Both_case_control	Both_case_control	-0.0106980885133234	0.00862045020174907	62	9	0.219431387746354	0.632506201265818
X1c6bf8efe709f63c28e0225da6870395	Both_case_control	Both_case_control	0.0388040177341519	0.0322797727891855	62	62	0.234041748543252	0.632506201265818
X5c4a1032c65d0d99d6d6bee379b63a2c	Both_case_control	Both_case_control	-0.0193163446756798	0.0141530937892569	62	28	0.177407918228128	0.632506201265818
f55e6f0203460ecfb665c9dbc579b714	Both_case_control	Both_case_control	-0.00965912663459148	0.0074102975890955	62	46	0.197392708070711	0.632506201265818
X820d3c5095323f85949bc959fd15d1b7	Both_case_control	Both_case_control	0.00499948218903188	0.00464400927073523	62	36	0.285993514597229	0.685436030458736
c38ee4acf990375c9b9df651cf77bf7c	Both_case_control	Both_case_control	-0.00913403449389943	0.00820465376315559	62	44	0.270030649508533	0.685436030458736
X719ab97ff4cf3c7b809b054134f4dc70	Both_case_control	Both_case_control	-0.0168962525673473	0.0160161811868054	62	59	0.295678287648866	0.685436030458736
X41f01f3e3cbf6beb908ae1ebb553208e	Both_case_control	Both_case_control	-0.00414783850745347	0.00446258230553339	62	8	0.356369810531429	0.749033943072831
X250a576e3788b3f444938c7b08afb2e3	Both_case_control	Both_case_control	0.0452490747964442	0.0478377494199188	62	56	0.348000375831672	0.749033943072831
eedb6e6a512baecd8df273d5495ca5c0	Both_case_control	Both_case_control	0.00295825553701667	0.00346433562212555	62	12	0.396547381626793	0.749033943072831
X51c79d7c5c2260b32f6ad5b82272898e	Both_case_control	Both_case_control	-0.0033269489855756	0.00380300016343571	62	13	0.385159138634738	0.749033943072831
c4228a5878f56464e576996e95eefc5e	Both_case_control	Both_case_control	-0.00448833791509899	0.00513218266329915	62	30	0.385307403665365	0.749033943072831
ed32eeb458a2b9bdee12e2db96fcb98b	Both_case_control	Both_case_control	0.0117480262330712	0.0154204418521066	62	47	0.449135368503169	0.767735466465086
X645dd8b575c7e7c0952933bbe90b4bb9	Both_case_control	Both_case_control	-0.0035586544390286	0.00490633005074289	62	10	0.471075873964018	0.767735466465086
X0f898170dbe4592000abdcde0dd2ba2e	Both_case_control	Both_case_control	-0.0233458526845299	0.0348318566539084	62	61	0.505273698668769	0.767735466465086
X5b239eddc0c4c102c7f721bae475cf22	Both_case_control	Both_case_control	-0.00937559076501265	0.0131538436394932	62	54	0.478754479574205	0.767735466465086
X386a607b118090dd71bfc8b4b4081447	Both_case_control	Both_case_control	-0.00708438577804459	0.0107234586102776	62	61	0.51136942697975	0.767735466465086
