feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X0f898170dbe4592000abdcde0dd2ba2e	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	-1.73487826179373	0.685228362837652	34	34	0.0186355592490584	0.738653035690208
cb3f42ad378ddeda014d895db355586b	UC_case_control	UC_case_control	0.0392333780390266	0.014253376816305	34	32	0.0113374778261834	0.738653035690208
X1e2270e7a0c8c2e951edc6813b58451a	UC_case_control	UC_case_control	0.0300408848535328	0.0113438074691831	34	28	0.0143665150426159	0.738653035690208
X1e2270e7a0c8c2e951edc6813b58451a	A_SLE_LIGHT_EXP	A_SLE_LIGHT_EXP	0.0299579485080982	0.0108583717495267	34	28	0.0111727332821762	0.738653035690208
X564e9f4d70915c0026898422d57b1431	F1_SDC_AGE_CALC	F1_SDC_AGE_CALC	-0.0018878086785815	0.000631996052574798	34	6	0.00658734719973643	0.738653035690208
X564e9f4d70915c0026898422d57b1431	PM_BIOIMPED_FFM	PM_BIOIMPED_FFM	-0.0058181237041392	0.00212030163813241	34	6	0.0115612251834406	0.738653035690208
afce1dc2c06acb90ad5d3da0fffbcd02	F1_SDC_AGE_CALC	F1_SDC_AGE_CALC	0.00189894370311074	0.000603702726043482	34	11	0.00453079326135692	0.738653035690208
f2d099ef5556f02539ded15181a3d994	PM_BIOIMPED_WEIGHT	PM_BIOIMPED_WEIGHT	0.00619321989168871	0.00245501251999943	34	34	0.0190167162517298	0.738653035690208
f2d099ef5556f02539ded15181a3d994	PM_WAIST_AVG	PM_WAIST_AVG	-0.00790344812437459	0.00256125184067299	34	34	0.00522050772953883	0.738653035690208
f2d099ef5556f02539ded15181a3d994	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	0.543734768124142	0.209060954635623	34	34	0.0159796921517666	0.738653035690208
X2ddd18d49a8163e0fc79e28ea6273254	PM_BIOIMPED_WEIGHT	PM_BIOIMPED_WEIGHT	0.00367673821113578	0.00146004784680738	34	18	0.0192049789279454	0.738653035690208
X42604f7f8bfc866837a5370b4b667382	NUT_VEG_DAY_QTY	NUT_VEG_DAY_QTY	0.00447878389177253	0.00172414164272171	34	12	0.0160929094880498	0.738653035690208
X6a49b0df18b1abfe220ecc00d5cbf296	NUT_VEG_DAY_QTY	NUT_VEG_DAY_QTY	0.00911616020054976	0.00318196337827572	34	23	0.00875532454866738	0.738653035690208
X20f887a0f58476d52027e0798805c1d2	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	0.360576087314102	0.145735994140367	34	15	0.0211637491452869	0.755848183760245
bc6f21affc11d8c4a5d6454f728e4add	PM_BIOIMPED_WEIGHT	PM_BIOIMPED_WEIGHT	-0.00164469724148962	0.00103992032950706	34	8	0.127405221018421	0.784168655959724
bc6f21affc11d8c4a5d6454f728e4add	PM_WAIST_AVG	PM_WAIST_AVG	0.00180534657707685	0.00108492231155865	34	8	0.109672865450771	0.784168655959724
bc6f21affc11d8c4a5d6454f728e4add	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	-0.170235487878784	0.0885562639948524	34	8	0.0670343695664892	0.784168655959724
eedb6e6a512baecd8df273d5495ca5c0	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	-0.184411320341431	0.0999296137247942	34	8	0.0778915418212653	0.784168655959724
eedb6e6a512baecd8df273d5495ca5c0	PM_STANDING_HEIGHT_AVG	PM_STANDING_HEIGHT_AVG	0.00117878893897541	0.000760451388676364	34	8	0.134765210171415	0.784168655959724
eedb6e6a512baecd8df273d5495ca5c0	A_SLE_LIGHT_EXP	A_SLE_LIGHT_EXP	-0.0109296709518866	0.00639747686797004	34	8	0.101018757464622	0.784168655959724
ed32eeb458a2b9bdee12e2db96fcb98b	PM_WAIST_HIP_RATIO	PM_WAIST_HIP_RATIO	-0.651088560861047	0.436818355579944	34	31	0.149674005433375	0.784168655959724
