feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X95c08da59378a0eb674c2b7dab943428	Both_case_control	Both_case_control	-0.0220091349136607	0.00804522056577232	48	41	0.00881451907522011	0.440725953761005
X969732ae717bf5a9282f4781499aadb4	Both_case_control	Both_case_control	-0.0479163491004636	0.0249401017817121	48	45	0.0609085619723929	0.514342965019725
cb3f42ad378ddeda014d895db355586b	Both_case_control	Both_case_control	-0.023622435621502	0.0104894798710445	48	47	0.029138327574064	0.514342965019725
X5431c93e93b57f0b74748eb702ea1e72	Both_case_control	Both_case_control	-0.0367640784527266	0.0180366150273385	48	46	0.047292512767477	0.514342965019725
X304a3df568087b761af6bca76a3816aa	Both_case_control	Both_case_control	-0.00650633748151642	0.00353325501435812	48	11	0.0720080151027615	0.514342965019725
X2ddd18d49a8163e0fc79e28ea6273254	Both_case_control	Both_case_control	-0.0201620237854531	0.0101543741706689	48	27	0.0530629720271652	0.514342965019725
a67690654fca1914946ee270222b7247	Both_case_control	Both_case_control	-0.0151141287035201	0.00818313513988934	48	45	0.0711874018958141	0.514342965019725
X7c821085a5548386a8d91fe359fa3ff3	Both_case_control	Both_case_control	-0.0429234175981736	0.027839692809672	48	48	0.12997255997963	0.620708509691756
X564e9f4d70915c0026898422d57b1431	Both_case_control	Both_case_control	-0.0168313838807242	0.0106155910850366	48	8	0.119696360845834	0.620708509691756
f55e6f0203460ecfb665c9dbc579b714	Both_case_control	Both_case_control	-0.0137624466161237	0.00860948235514478	48	36	0.116774060833304	0.620708509691756
b73c9d186b67a61bce0ba79c990aef39	Both_case_control	Both_case_control	-0.0191398875918021	0.0126316619880983	48	24	0.136555872132186	0.620708509691756
X42604f7f8bfc866837a5370b4b667382	Both_case_control	Both_case_control	-0.00799614815082244	0.00547758240200187	48	21	0.151142517430311	0.629760489292964
X820d3c5095323f85949bc959fd15d1b7	Both_case_control	Both_case_control	0.00709577393453796	0.00515453830146398	48	28	0.175297609085164	0.674221573404475
X7e464b9b7f9ca86103a675a09263efec	Both_case_control	Both_case_control	-0.00463763677236367	0.00600620744871134	48	40	0.443980175181709	0.749842688437025
X41f01f3e3cbf6beb908ae1ebb553208e	Both_case_control	Both_case_control	-0.00455286291091497	0.00553118763337338	48	6	0.414683494448838	0.749842688437025
c2ba82ad21732bcd0ef11c61560cf91c	Both_case_control	Both_case_control	-0.00803326986175409	0.00798938309502641	48	32	0.319919550989563	0.749842688437025
X250a576e3788b3f444938c7b08afb2e3	Both_case_control	Both_case_control	0.0439798055573741	0.0536701037254164	48	43	0.416757037163749	0.749842688437025
eedb6e6a512baecd8df273d5495ca5c0	Both_case_control	Both_case_control	0.00367626066143909	0.00362188773705911	48	7	0.315409157297183	0.749842688437025
ed32eeb458a2b9bdee12e2db96fcb98b	Both_case_control	Both_case_control	0.0156555082364861	0.0177143827712912	48	36	0.381414156445	0.749842688437025
X645dd8b575c7e7c0952933bbe90b4bb9	Both_case_control	Both_case_control	-0.00459689535877727	0.00624177877525032	48	10	0.465182979178208	0.749842688437025
b5c3abd1c966bb0457d8dfe34c35b160	Both_case_control	Both_case_control	0.0118139013135229	0.0150103457772044	48	23	0.435288703216724	0.749842688437025
X7d669e880492b330a9c9c649f65c2ba6	Both_case_control	Both_case_control	-0.00468952157457214	0.00472718485909578	48	18	0.326371459056733	0.749842688437025
X51c79d7c5c2260b32f6ad5b82272898e	Both_case_control	Both_case_control	-0.00543614727100123	0.00469428468255695	48	12	0.252826959630615	0.749842688437025
X95251fbafeb9956f566a3da93d145d63	Both_case_control	Both_case_control	0.00825341708397889	0.010884325521543	48	45	0.45214826449664	0.749842688437025
